"날짜","시간","측정소명","수온","pH","용존산소","총질소","총인","총유기탄소","페놀","시안"
"20250727","07:00","탄천","27.5","6.9","7.1","9.575","0.080","3.5","0.000","0.000"
"20250727","07:00","중랑천","27.7","7.1","8.0","3.975","0.105","2.9","0.000","0.000"
"20250727","07:00","안양천","27.6","6.9","6.0","8.880","0.120","5.3","0.000","0.000"
"20250727","07:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250727","06:00","탄천","27.8","6.9","7.0","10.150","0.100","3.7","0.000","0.000"
"20250727","06:00","중랑천","28.1","7.2","8.0","3.975","0.105","2.9","0.000","0.000"
"20250727","06:00","안양천","28.0","6.9","5.9","8.890","0.100","5.3","0.000","0.000"
"20250727","06:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250727","05:00","탄천","28.0","6.9","6.9","9.325","0.100","3.6","0.000","0.000"
"20250727","05:00","중랑천","28.5","7.3","8.0","4.000","0.110","2.9","0.000","0.000"
"20250727","05:00","안양천","28.2","6.9","6.3","8.400","0.110","4.8","0.000","0.000"
"20250727","05:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250727","04:00","탄천","28.2","6.9","6.9","8.900","0.100","4.0","0.000","0.000"
"20250727","04:00","중랑천","28.9","7.3","8.1","3.950","0.105","2.8","0.000","0.000"
"20250727","04:00","안양천","28.7","7.0","6.5","8.000","0.115","5.1","0.000","0.000"
"20250727","04:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250727","03:00","탄천","28.4","6.9","7.0","8.950","0.095","3.7","0.000","0.000"
"20250727","03:00","중랑천","29.3","7.4","8.1","4.125","0.105","2.6","0.000","0.000"
"20250727","03:00","안양천","28.9","7.0","7.1","6.480","0.120","4.9","0.000","0.000"
"20250727","03:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250727","02:00","탄천","28.6","6.9","7.2","9.100","0.080","3.4","0.000","0.000"
"20250727","02:00","중랑천","29.8","7.5","8.2","4.100","0.105","3.4","0.000","0.000"
"20250727","02:00","안양천","29.7","7.1","7.4","6.970","0.115","4.9","0.000","0.000"
"20250727","02:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250727","01:00","탄천","28.9","7.0","7.3","9.150","0.075","3.4","0.000","0.000"
"20250727","01:00","중랑천","30.2","7.6","8.3","4.175","0.105","2.5","0.000","0.000"
"20250727","01:00","안양천","29.8","7.2","7.9","6.320","0.130","4.9","0.000","0.000"
"20250727","01:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","24:00","탄천","29.2","7.0","7.3","9.125","0.080","3.5","0.000","0.000"
"20250726","24:00","중랑천","30.5","7.8","8.4","4.275","0.110","2.9","0.000","0.000"
"20250726","24:00","안양천","30.6","7.3","8.1","6.510","0.170","5.1","0.000","0.000"
"20250726","24:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","23:00","탄천","29.6","7.0","7.4","9.050","0.085","3.5","0.000","0.000"
"20250726","23:00","중랑천","30.9","7.9","8.6","4.275","0.120","2.9","0.000","0.000"
"20250726","23:00","안양천","30.9","7.4","8.4","5.830","0.155","4.8","0.000","0.000"
"20250726","23:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","22:00","탄천","30.0","7.1","7.4","8.950","0.085","3.5","0.000","0.000"
"20250726","22:00","중랑천","31.0","7.9","8.7","4.450","0.110","2.9","0.000","0.000"
"20250726","22:00","안양천","31.5","7.6","8.5","6.000","0.165","5.0","0.000","0.000"
"20250726","22:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","21:00","탄천","30.4","7.2","7.6","9.100","0.100","3.5","0.000","0.000"
"20250726","21:00","중랑천","31.2","8.0","8.8","4.300","0.110","2.9","0.000","0.000"
"20250726","21:00","안양천","32.2","7.7","8.3","7.070","0.180","5.0","0.000","0.000"
"20250726","21:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","20:00","탄천","30.9","7.3","7.7","8.900","0.100","3.8","0.000","0.000"
"20250726","20:00","중랑천","31.3","8.0","8.8","4.450","0.110","2.9","0.000","0.000"
"20250726","20:00","안양천","32.6","7.9","8.2","6.390","0.200","4.9","0.000","0.000"
"20250726","20:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","19:00","탄천","31.4","7.5","7.8","8.750","0.115","3.6","0.000","0.000"
"20250726","19:00","중랑천","31.1","8.0","8.9","4.550","0.110","2.6","0.000","0.000"
"20250726","19:00","안양천","33.7","7.9","7.9","7.470","0.190","5.0","0.000","0.000"
"20250726","19:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","18:00","탄천","31.8","7.7","7.9","8.850","0.120","3.7","0.000","0.000"
"20250726","18:00","중랑천","30.9","7.9","8.8","4.600","0.110","3.0","0.000","0.000"
"20250726","18:00","안양천","33.9","7.9","7.8","7.040","0.175","5.0","0.000","0.000"
"20250726","18:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","17:00","탄천","32.0","7.7","7.9","8.475","0.120","3.6","0.000","0.000"
"20250726","17:00","중랑천","30.4","7.8","8.8","4.525","0.110","2.9","0.000","0.000"
"20250726","17:00","안양천","33.9","7.7","7.8","8.830","0.170","5.1","0.000","0.000"
"20250726","17:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","16:00","탄천","31.7","7.7","8.0","8.600","0.115","3.5","0.000","0.000"
"20250726","16:00","중랑천","29.9","7.6","8.8","4.650","0.110","2.6","0.000","0.000"
"20250726","16:00","안양천","32.8","7.5","8.1","7.330","0.155","5.1","0.000","0.000"
"20250726","16:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","15:00","탄천","31.5","7.7","8.1","8.325","0.115","3.6","0.000","0.000"
"20250726","15:00","중랑천","29.0","7.4","8.8","4.650","0.125","2.6","0.000","0.000"
"20250726","15:00","안양천","32.9","7.4","8.1","10.040","0.135","5.1","0.000","0.000"
"20250726","15:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","14:00","탄천","30.9","7.7","8.2","8.300","0.115","3.5","0.000","0.000"
"20250726","14:00","중랑천","26.6","7.0","6.7","4.575","0.125","2.6","0.000","0.000"
"20250726","14:00","안양천","32.9","7.3","8.1","8.260","0.115","5.0","0.000","0.000"
"20250726","14:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","13:00","탄천","30.2","7.6","8.2","8.000","0.105","3.5","0.000","0.000"
"20250726","13:00","중랑천","27.4","7.2","6.5","4.500","0.140","3.2","0.000","0.000"
"20250726","13:00","안양천","32.5","7.2","8.2","7.810","0.115","5.1","0.000","0.000"
"20250726","13:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","12:00","탄천","29.4","7.5","8.3","7.775","0.100","3.5","0.000","0.000"
"20250726","12:00","중랑천","27.3","7.1","8.6","4.350","0.105","2.5","0.000","0.000"
"20250726","12:00","안양천","31.0","7.1","8.6","8.060","0.100","5.3","0.000","0.000"
"20250726","12:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","11:00","탄천","28.5","7.3","8.3","8.000","0.095","3.5","0.000","0.000"
"20250726","11:00","중랑천","26.9","7.0","8.5","4.275","0.105","2.5","0.000","0.000"
"20250726","11:00","안양천","29.7","7.0","8.4","8.000","0.105","4.9","0.000","0.000"
"20250726","11:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","10:00","탄천","27.9","7.2","8.3","8.025","0.085","3.6","0.000","0.000"
"20250726","10:00","중랑천","26.7","7.0","8.3","4.225","0.105","2.9","0.000","0.000"
"20250726","10:00","안양천","27.9","7.0","7.9","6.850","0.115","4.9","0.000","0.000"
"20250726","10:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","09:00","탄천","27.4","7.1","8.2","8.450","0.085","3.5","0.000","0.000"
"20250726","09:00","중랑천","26.6","7.0","8.2","4.250","0.110","2.5","0.000","0.000"
"20250726","09:00","안양천","27.3","6.9","7.2","8.190","0.090","5.0","0.000","0.000"
"20250726","09:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","08:00","탄천","27.1","7.0","8.0","8.400","0.095","3.5","0.000","0.000"
"20250726","08:00","중랑천","26.6","7.0","8.1","3.975","0.105","2.8","0.000","0.000"
"20250726","08:00","안양천","27.0","6.9","6.8","7.760","0.095","5.0","0.000","0.000"
"20250726","08:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","07:00","탄천","27.1","7.0","7.8","8.675","0.100","3.5","0.000","0.000"
"20250726","07:00","중랑천","26.8","7.0","8.0","3.950","0.105","2.8","0.000","0.000"
"20250726","07:00","안양천","27.0","6.9","6.5","8.370","0.110","4.9","0.000","0.000"
"20250726","07:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","06:00","탄천","27.2","6.9","7.7","8.600","0.100","3.5","0.000","0.000"
"20250726","06:00","중랑천","27.2","7.0","8.0","4.000","0.105","2.5","0.000","0.000"
"20250726","06:00","안양천","27.3","6.9","6.4","8.000","0.095","4.9","0.000","0.000"
"20250726","06:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","05:00","탄천","27.4","6.9","7.7","8.975","0.100","3.5","0.000","0.000"
"20250726","05:00","중랑천","27.6","7.0","7.9","3.975","0.110","2.5","0.000","0.000"
"20250726","05:00","안양천","27.5","7.0","6.8","8.120","0.140","4.9","0.000","0.000"
"20250726","05:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","04:00","탄천","27.5","6.9","7.7","8.900","0.115","3.4","0.000","0.000"
"20250726","04:00","중랑천","28.1","7.1","7.9","3.925","0.125","2.5","0.000","0.000"
"20250726","04:00","안양천","28.1","7.0","6.9","7.770","0.130","5.0","0.000","0.000"
"20250726","04:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","03:00","탄천","27.7","6.9","7.6","9.075","0.105","3.5","0.000","0.000"
"20250726","03:00","중랑천","28.4","7.0","7.9","4.100","0.150","2.5","0.000","0.000"
"20250726","03:00","안양천","28.2","7.0","7.3","7.440","0.165","4.9","0.000","0.000"
"20250726","03:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","02:00","탄천","28.0","7.0","7.6","8.950","0.105","3.8","0.000","0.000"
"20250726","02:00","중랑천","28.9","7.1","8.0","4.175","0.125","2.5","0.000","0.000"
"20250726","02:00","안양천","28.7","7.1","7.6","6.790","0.130","5.1","0.000","0.000"
"20250726","02:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250726","01:00","탄천","28.2","7.0","7.7","8.950","0.100","3.8","0.000","0.000"
"20250726","01:00","중랑천","29.2","7.1","8.0","3.975","0.110","2.5","0.000","0.000"
"20250726","01:00","안양천","29.0","7.1","7.9","6.410","0.130","5.0","0.000","0.000"
"20250726","01:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","24:00","탄천","28.5","7.0","7.7","8.875","0.100","3.5","0.000","0.000"
"20250725","24:00","중랑천","29.5","7.2","8.0","4.225","0.120","2.5","0.000","0.000"
"20250725","24:00","안양천","29.6","7.2","8.1","6.000","0.140","5.0","0.000","0.000"
"20250725","24:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","23:00","탄천","28.9","7.1","7.8","8.875","0.095","3.4","0.000","0.000"
"20250725","23:00","중랑천","29.9","7.2","8.1","4.275","0.130","2.6","0.000","0.000"
"20250725","23:00","안양천","29.8","7.2","8.4","5.730","0.140","5.0","0.000","0.000"
"20250725","23:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","22:00","탄천","29.4","7.2","7.9","8.575","0.095","3.4","0.000","0.000"
"20250725","22:00","중랑천","30.2","7.3","8.1","4.300","0.125","3.2","0.000","0.000"
"20250725","22:00","안양천","30.5","7.4","8.6","5.840","0.155","5.1","0.000","0.000"
"20250725","22:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","21:00","탄천","29.8","7.3","8.0","8.575","0.100","3.5","0.000","0.000"
"20250725","21:00","중랑천","30.3","7.3","8.2","4.350","0.125","2.8","0.000","0.000"
"20250725","21:00","안양천","30.7","7.4","8.8","5.360","0.140","5.3","0.000","0.000"
"20250725","21:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","20:00","탄천","30.3","7.4","8.1","8.375","0.105","4.0","0.000","0.000"
"20250725","20:00","중랑천","30.4","7.3","8.3","4.475","0.125","2.8","0.000","0.000"
"20250725","20:00","안양천","31.5","7.6","8.5","5.880","0.175","5.1","0.000","0.000"
"20250725","20:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","19:00","탄천","30.8","7.6","8.2","8.075","0.125","3.8","0.000","0.000"
"20250725","19:00","중랑천","30.3","7.3","8.3","4.575","0.145","3.2","0.000","0.000"
"20250725","19:00","안양천","32.1","7.6","8.4","5.930","0.175","5.1","0.000","0.000"
"20250725","19:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","18:00","탄천","31.2","7.7","8.3","8.050","0.150","4.0","0.000","0.000"
"20250725","18:00","중랑천","30.1","7.3","8.3","4.600","0.140","3.4","0.000","0.000"
"20250725","18:00","안양천","32.3","7.5","8.3","6.490","0.175","4.9","0.000","0.000"
"20250725","18:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","17:00","탄천","31.1","7.7","8.3","8.000","0.150","3.7","0.000","0.000"
"20250725","17:00","중랑천","29.7","7.2","8.4","4.575","0.140","3.4","0.000","0.000"
"20250725","17:00","안양천","32.6","7.4","8.2","7.430","0.150","5.0","0.000","0.000"
"20250725","17:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","16:00","탄천","30.8","7.6","8.4","7.950","0.155","3.6","0.000","0.000"
"20250725","16:00","중랑천","29.1","7.2","8.5","4.600","0.130","2.8","0.000","0.000"
"20250725","16:00","안양천","32.0","7.3","8.4","7.030","0.160","4.9","0.000","0.000"
"20250725","16:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","15:00","탄천","30.3","7.5","8.5","8.075","0.150","3.8","0.000","0.000"
"20250725","15:00","중랑천","28.3","7.2","8.6","7.075","0.125","2.6","0.000","0.000"
"20250725","15:00","안양천","31.9","7.2","8.5","7.180","0.130","5.3","0.000","0.000"
"20250725","15:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","14:00","탄천","29.8","7.4","8.5","8.000","0.150","3.7","0.000","0.000"
"20250725","14:00","중랑천","27.6","7.1","8.6","점검중","점검중","점검중","0.000","0.000"
"20250725","14:00","안양천","31.1","7.1","8.6","8.120","0.120","4.9","0.000","0.000"
"20250725","14:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","13:00","탄천","29.3","7.4","8.6","7.650","0.150","4.2","0.000","0.000"
"20250725","13:00","중랑천","27.0","7.1","8.6","6.950","0.125","2.8","0.000","0.000"
"20250725","13:00","안양천","30.6","7.1","8.6","7.640","0.135","5.4","0.000","0.000"
"20250725","13:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","12:00","탄천","28.6","7.3","8.6","7.550","0.145","3.6","0.000","0.000"
"20250725","12:00","중랑천","26.4","7.1","8.6","6.975","0.140","3.2","0.000","0.000"
"20250725","12:00","안양천","29.9","7.0","8.4","7.810","0.180","5.0","0.000","0.000"
"20250725","12:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","11:00","탄천","27.8","7.3","8.6","7.575","0.120","3.2","0.000","0.000"
"20250725","11:00","중랑천","26.0","7.1","8.6","6.675","0.125","2.5","0.000","0.000"
"20250725","11:00","안양천","28.9","7.0","8.6","7.800","0.125","4.9","0.000","0.000"
"20250725","11:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","10:00","탄천","27.1","7.2","8.6","7.650","0.120","3.2","0.000","0.000"
"20250725","10:00","중랑천","25.7","7.0","8.5","6.500","0.125","2.8","0.000","0.000"
"20250725","10:00","안양천","27.4","7.0","8.5","7.860","0.120","5.4","0.000","0.000"
"20250725","10:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","09:00","탄천","26.5","7.1","8.5","7.625","0.120","3.5","0.000","0.000"
"20250725","09:00","중랑천","25.6","7.0","8.4","6.425","0.125","2.8","0.000","0.000"
"20250725","09:00","안양천","26.6","6.9","7.9","8.270","0.125","5.5","0.000","0.000"
"20250725","09:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","08:00","탄천","26.3","7.0","8.3","7.750","0.125","4.0","0.000","0.000"
"20250725","08:00","중랑천","25.6","7.0","8.3","6.300","0.125","2.8","0.000","0.000"
"20250725","08:00","안양천","26.0","6.9","7.8","7.010","0.125","5.7","0.000","0.000"
"20250725","08:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","07:00","탄천","26.3","7.0","8.1","8.150","0.140","3.3","0.000","0.000"
"20250725","07:00","중랑천","25.8","7.0","8.3","6.375","0.140","3.3","0.000","0.000"
"20250725","07:00","안양천","26.2","6.9","7.3","8.380","0.135","5.4","0.000","0.000"
"20250725","07:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","06:00","탄천","26.4","7.0","8.0","8.025","0.145","4.0","0.000","0.000"
"20250725","06:00","중랑천","26.0","7.0","8.2","6.275","0.125","2.5","0.000","0.000"
"20250725","06:00","안양천","26.4","6.9","7.4","8.100","0.130","5.4","0.000","0.000"
"20250725","06:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","05:00","탄천","26.5","7.0","8.0","8.375","0.150","3.6","0.000","0.000"
"20250725","05:00","중랑천","26.3","7.1","8.2","6.025","0.130","2.8","0.000","0.000"
"20250725","05:00","안양천","26.6","7.0","7.7","8.240","0.130","5.5","0.000","0.000"
"20250725","05:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","04:00","탄천","26.6","7.0","8.0","8.375","0.150","3.5","0.000","0.000"
"20250725","04:00","중랑천","26.6","7.0","8.1","6.100","0.150","2.9","0.000","0.000"
"20250725","04:00","안양천","27.1","7.0","7.7","7.930","0.140","5.5","0.000","0.000"
"20250725","04:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","03:00","탄천","26.8","7.0","8.0","8.550","0.150","3.5","0.000","0.000"
"20250725","03:00","중랑천","26.9","7.1","8.2","6.300","0.140","3.3","0.000","0.000"
"20250725","03:00","안양천","27.4","7.0","8.1","7.670","0.130","5.4","0.000","0.000"
"20250725","03:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","02:00","탄천","27.0","7.0","8.0","8.550","0.150","3.5","0.000","0.000"
"20250725","02:00","중랑천","27.1","7.1","8.1","6.300","0.140","2.6","0.000","0.000"
"20250725","02:00","안양천","28.0","7.0","8.3","7.150","0.120","5.7","0.000","0.000"
"20250725","02:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250725","01:00","탄천","27.3","7.0","8.0","8.500","0.150","3.8","0.000","0.000"
"20250725","01:00","중랑천","27.3","7.1","8.2","6.000","0.140","2.9","0.000","0.000"
"20250725","01:00","안양천","28.4","7.0","8.6","6.930","0.125","5.5","0.000","0.000"
"20250725","01:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","24:00","탄천","27.6","7.0","8.0","8.475","0.135","3.3","0.000","0.000"
"20250724","24:00","중랑천","27.6","7.1","8.1","6.175","0.145","2.6","0.000","0.000"
"20250724","24:00","안양천","28.9","7.1","8.7","6.470","0.140","5.4","0.000","0.000"
"20250724","24:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","23:00","탄천","28.0","7.1","8.1","8.325","0.125","3.6","0.000","0.000"
"20250724","23:00","중랑천","28.0","7.1","8.2","6.525","0.185","8.0","0.000","0.000"
"20250724","23:00","안양천","29.2","7.1","9.0","6.470","0.130","5.8","0.000","0.000"
"20250724","23:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","22:00","탄천","28.4","7.1","8.2","8.300","0.120","3.0","0.000","0.000"
"20250724","22:00","중랑천","28.3","7.1","8.1","6.350","0.160","2.9","0.000","0.000"
"20250724","22:00","안양천","29.9","7.1","9.1","6.010","0.140","5.7","0.000","0.000"
"20250724","22:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","21:00","탄천","28.9","7.2","8.2","8.100","0.120","3.4","0.000","0.000"
"20250724","21:00","중랑천","28.6","7.2","8.1","6.300","0.145","2.9","0.000","0.000"
"20250724","21:00","안양천","30.0","7.1","9.4","5.150","0.155","5.7","0.000","0.000"
"20250724","21:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","20:00","탄천","29.3","7.3","8.3","8.125","0.120","3.3","0.000","0.000"
"20250724","20:00","중랑천","28.8","7.1","8.1","6.500","0.160","3.2","0.000","0.000"
"20250724","20:00","안양천","31.0","7.2","9.4","6.180","0.170","5.5","0.000","0.000"
"20250724","20:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","19:00","탄천","29.7","7.4","8.4","7.850","0.125","3.5","0.000","0.000"
"20250724","19:00","중랑천","28.9","7.1","8.2","6.600","0.150","3.0","0.000","0.000"
"20250724","19:00","안양천","31.3","7.2","9.4","5.850","0.145","6.0","0.000","0.000"
"20250724","19:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","18:00","탄천","29.9","7.4","8.5","7.850","0.125","3.6","0.000","0.000"
"20250724","18:00","중랑천","29.0","7.1","8.1","6.550","0.145","2.9","0.000","0.000"
"20250724","18:00","안양천","31.9","7.2","9.2","6.530","0.150","5.9","0.000","0.000"
"20250724","18:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","17:00","탄천","30.0","7.3","8.6","7.725","0.135","3.6","0.000","0.000"
"20250724","17:00","중랑천","28.7","7.1","8.2","6.700","0.160","3.8","0.000","0.000"
"20250724","17:00","안양천","32.1","7.2","9.1","6.630","0.165","6.0","0.000","0.000"
"20250724","17:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","16:00","탄천","30.0","7.3","8.6","7.775","0.140","3.5","0.000","0.000"
"20250724","16:00","중랑천","28.1","7.0","8.2","6.675","0.150","3.0","0.000","0.000"
"20250724","16:00","안양천","31.7","7.1","9.2","7.050","0.155","5.4","0.000","0.000"
"20250724","16:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","15:00","탄천","29.6","7.2","8.7","7.700","0.125","3.4","0.000","0.000"
"20250724","15:00","중랑천","27.5","7.0","8.4","6.625","0.145","2.8","0.000","0.000"
"20250724","15:00","안양천","31.3","7.1","9.1","7.330","0.150","5.4","0.000","0.000"
"20250724","15:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","14:00","탄천","29.1","7.2","8.7","8.050","0.135","3.3","0.000","0.000"
"20250724","14:00","중랑천","26.8","7.0","8.4","6.550","0.145","2.6","0.000","0.000"
"20250724","14:00","안양천","30.3","7.0","9.0","7.710","0.155","5.4","0.000","0.000"
"20250724","14:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","13:00","탄천","28.7","7.2","8.7","7.775","0.150","3.5","0.000","0.000"
"20250724","13:00","중랑천","26.2","7.0","8.5","6.425","0.145","2.8","0.000","0.000"
"20250724","13:00","안양천","29.4","7.0","8.8","7.690","0.150","5.7","0.000","0.000"
"20250724","13:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","12:00","탄천","28.0","7.2","8.7","7.600","0.155","3.5","0.000","0.000"
"20250724","12:00","중랑천","25.8","7.0","8.5","6.500","0.145","2.6","0.000","0.000"
"20250724","12:00","안양천","28.2","7.0","8.7","8.020","0.150","5.7","0.000","0.000"
"20250724","12:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","11:00","탄천","27.6","7.2","8.7","7.450","0.160","3.3","0.000","0.000"
"20250724","11:00","중랑천","25.4","7.0","8.5","6.500","0.175","2.6","0.000","0.000"
"20250724","11:00","안양천","27.7","7.0","8.3","8.030","0.145","5.5","0.000","0.000"
"20250724","11:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","10:00","탄천","27.0","7.1","8.7","7.550","0.150","3.2","0.000","0.000"
"20250724","10:00","중랑천","24.7","6.8","8.9","6.275","0.150","2.6","0.000","0.000"
"20250724","10:00","안양천","27.0","6.9","8.1","8.190","0.150","5.5","0.000","0.000"
"20250724","10:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","09:00","탄천","26.5","7.1","8.6","7.625","0.155","3.2","0.000","0.000"
"20250724","09:00","중랑천","24.6","6.8","9.6","6.050","점검중","2.8","0.000","0.000"
"20250724","09:00","안양천","26.5","6.9","7.6","8.270","0.140","5.4","0.000","0.000"
"20250724","09:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","08:00","탄천","26.2","7.1","8.5","7.700","0.160","4.0","0.000","0.000"
"20250724","08:00","중랑천","24.5","6.8","6.8","6.125","0.150","2.9","0.000","0.000"
"20250724","08:00","안양천","25.9","6.9","7.5","7.960","0.140","5.3","0.000","0.000"
"20250724","08:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","07:00","탄천","26.3","7.0","8.3","7.725","0.160","3.5","0.000","0.000"
"20250724","07:00","중랑천","25.0","6.9","6.3","6.125","0.145","2.6","0.000","0.000"
"20250724","07:00","안양천","26.0","6.9","7.0","8.630","0.150","5.5","0.000","0.000"
"20250724","07:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","06:00","탄천","26.5","7.0","8.3","8.025","0.175","3.4","0.000","0.000"
"20250724","06:00","중랑천","25.3","6.9","8.4","6.025","0.145","2.9","0.000","0.000"
"20250724","06:00","안양천","26.0","6.9","7.3","7.700","0.140","5.3","0.000","0.000"
"20250724","06:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","05:00","탄천","26.6","7.0","8.2","8.200","0.185","3.5","0.000","0.000"
"20250724","05:00","중랑천","25.6","6.9","8.3","5.825","0.145","2.6","0.000","0.000"
"20250724","05:00","안양천","26.4","6.9","7.1","8.690","0.140","5.5","0.000","0.000"
"20250724","05:00","선유","점검중","점검중","점검중","점검중","점검중","점검중","0.000","0.000"
"20250724","04:00","탄천","26.8","7.0","8.2","8.550","0.180","3.4","0.000","0.000"
"20250724","04:00","중랑천","25.9","7.0","8.3","5.800","0.145","2.6","0.000","0.000"
"20250724","04:00","안양천","26.6","6.9","7.2","8.290","0.135","5.3","0.000","0.000"
